x1,x2,y,yp
-1.52908124067837,-1.19141615824276,1,3
-1.95796223790847,1.23981351551506,3,3
-1.86924229489064,-2.27245762333107,1,1
-1.15908445124425,-0.426969175546473,1,2
0.796739416045928,0.452130013546575,2,2
2.25121453214136,2.98843369553735,2,2
-1.35996295543324,-0.527097544752408,1,2
-1.11072958393413,2.84573041683139,3,3
2.45840639497418,1.52778334996253,2,2
-1.69652927152703,-1.04748554701275,1,3
-1.29425574955521,1.53452547592197,3,3
-1.00501226115094,2.55494497944747,3,2
-2.73507019024057,0.146543600661869,1,1
-2.41623385420378,0.00326415200041197,1,1
-2.36590832961827,-2.8423205402312,1,2
-1.15040950693941,2.4933070391047,3,3
-1.47066824066047,4.36218500494985,3,3
-3.23086226909103,-1.13155408458157,1,1
-0.84413995661748,-1.3741036416188,1,1
-1.15871561231385,3.24847700602916,3,3
0.174119459871169,-1.83917171691216,1,3
-0.642779126926522,3.60623828435218,3,3
0.27712642856069,4.32581285684903,2,2
-0.523519053290894,1.44216554006323,2,2
0.578023084853767,-0.48686090856158,2,1
1.02915330143145,1.02660796296819,2,2
-0.399524741384191,-1.15788072895197,1,1
1.36219018311138,0.724526163888398,2,2
0.942892260481425,0.620555648324417,2,1
0.137508789782365,2.54809115876896,2,2
1.07258589289386,1.66246141187956,2,2
-2.04456249169443,4.09831007334489,3,2
1.30008037318274,1.68795189725743,2,2
-1.45425875338634,2.53664100020476,3,2
-1.48185361830128,-2.89504088579784,1,1
-1.01819192067404,-1.32228761218808,1,1
-0.692920774438171,2.72614480781675,3,3
1.67092470061565,1.29826732076154,2,2
-0.850039237347953,4.34941028907845,3,3
-0.797019318619768,4.42699958625298,3,3
1.26944105419035,1.51598984937187,2,2
-2.2385312771618,2.77097052293397,3,3
-1.95241129436956,-1.70303861156246,1,1
1.38088739768843,0.373756315229215,2,2
-1.60685414224081,2.16131737654143,3,3
-1.18775225068761,3.46320143231553,3,1
-2.79775236340927,2.43243071736994,3,3
2.69327055621772,-1.5563930929506,2,2
0.524985104462368,0.0374311672517369,2,2
1.05756332308687,2.93681109470132,2,2
-2.34847259139083,-2.23561030331573,1,1
-2.14419802547372,-1.81491112655899,1,1
0.79125628011186,0.737355088201558,2,2
-1.99687913800558,-2.16264444385312,1,1
-0.880487268521939,-0.827018041114595,1,1
0.638211101083192,1.29432017413078,2,2
