x1,x2,y,yp
-2.40446528929124,-1.03939515683661,1,2
-0.303648624399381,-3.08046141075937,1,1
-0.506713078117036,-1.84605238934823,1,1
-0.528604114325448,-1.55980850787479,1,1
-1.33414155843704,-1.01746996065573,1,2
0.385908273482122,1.26724890286287,2,2
-0.130153134599322,0.407283191459802,2,2
1.69618049320727,0.576448348242051,2,2
0.685354389634739,-0.376527118885211,2,2
0.730803080999671,-1.67795104218186,1,1
-0.264916860352818,-2.12901867438265,1,1
-1.23059064716219,-1.15559662655105,1,2
-0.873509703750911,-0.198046990723818,1,1
0.840274867785445,-0.0568273691982912,2,2
-1.30880837577266,0.163910147602167,1,1
-0.179954076466702,-1.32029338664735,1,1
-0.523138215647456,-0.848625075197285,1,1
-0.347991627781125,0.326111413100181,1,1
-1.06408323132169,-2.08923759476111,1,1
-2.51639220847711,-0.588543553862935,1,1
2.03201896603317,1.17919044406592,2,1
-0.82145129741963,-0.23221316590586,1,1
0.70544175565469,1.67556602130184,2,1
-2.04406271586398,-0.924938248792851,1,1
0.747944009980529,1.18860675875512,2,2
2.63440142656155,1.15924155131035,2,2
-0.72008663542169,-1.77957790520589,1,1
-1.18756900997011,-1.63377557160652,1,1
1.00056998186452,2.25519447968767,2,2
0.244194353981636,0.355929085734497,2,1
-2.4052369836002,-0.974653017393845,1,1
-1.48426750826455,-0.890017871781784,1,1
-0.115017323664098,0.545804357980826,2,1
0.00710047451909634,-1.26542506856441,1,1
0.335615605250164,-1.91460848958883,1,1
-1.12531409578569,-1.98799923022265,1,1
0.0764109855120235,1.2551906328052,2,1
1.7060709661987,1.73874935717546,2,1
0.367329358254912,1.05353468820595,2,2
2.11951078963498,1.46692564973589,2,2
-0.442916016055277,-0.457513721230327,1,1
-1.24000809643898,-0.752203118712931,1,1
0.324156574091333,0.431502888425521,2,2
0.984149407464566,0.682129259961253,2,2
0.869634633768932,-0.755965905866533,2,2
0.733288690651067,2.20974665911987,2,2
-1.5055289336123,-0.828606473326333,1,1
-0.818347878399047,-2.04481172044696,1,1
-1.08598837420437,-1.43905520921236,1,1
0.606503233229608,0.815021738379618,2,2
-1.45908269290955,-2.21103234772933,1,1
0.058101658498225,0.54822092669402,2,2
0.337655341087496,0.788418346650355,2,2
-2.13304579017717,-2.61074997337208,1,1
1.3250367243894,0.0335455548755709,2,2
1.25461176007364,-0.439641664687038,2,2
-0.300999142596171,-2.59213833624205,1,1
-1.19505270214856,-1.71537326720989,1,1
-0.823575010849457,-2.16235241006289,1,1
0.748982548609055,1.59226713557492,2,2
0.685293718432789,1.54075458557281,2,2
0.768719539689999,-0.157418069470762,2,2
0.656652544142196,0.173947141645618,2,2
1.09558166791737,0.231892597936053,2,2
-0.474239286375867,-1.96789530008323,1,1
-0.780730163380562,-1.16950931473486,1,1
-0.920474694006947,-1.03223255572045,1,1
-1.99208433564538,-1.23887918470833,1,1
-1.38336435289589,-1.71526657487079,1,2
2.37378021688062,2.91348529350733,2,2
1.32752367749334,1.77494748173193,2,2
-1.6089059429703,-0.255818915294015,1,1
1.42840640397337,1.3578918532212,2,2
-0.718914502326817,-1.18670277218299,1,1
-1.00523274911347,-1.04576335691548,1,1
0.535218721052156,-1.05329177155544,2,1
-0.142019484121668,0.425581188921929,1,1
0.737082554876993,-0.339678195688286,2,2
-0.652545371425024,-0.440162984373118,1,1
0.484503808476407,1.07550811128824,2,1
-0.644435581657648,0.282534043207143,2,2
-1.32274804033956,-1.73254150164614,1,1
1.02930281228453,1.38095278567254,2,1
-1.17945964477216,-0.366473355857551,1,1
-1.06665773943041,-1.50708001928417,1,1
