x1,x2,y,yp
1.08733988044579,4.32298438435811,2,2
0.165230108812114,3.73841245819694,3,3
-1.30043763346916,1.93674010325779,3,3
-0.298656679843591,-2.07182670790945,1,1
0.0354977492054183,1.48323529025766,2,2
-1.2652298519377,2.44765173418255,3,3
-0.554433746557067,-1.96233308226935,1,1
-0.415304372280024,4.30540777093936,3,3
-0.292973496282423,-1.67822651462932,1,2
0.484414850382816,3.20521119026402,2,3
1.83077203565201,0.234298596790697,2,2
-0.321185380459391,0.885713596603909,2,2
-2.64058596897696,2.86321216415001,3,3
2.23444299999017,1.00889363711914,2,1
0.638367389146918,1.33879231651328,2,2
-2.41616963290495,-2.37332922643201,1,1
-0.881530360255441,3.32081751821521,3,3
0.586064853719942,2.58048324485309,2,3
-1.91519290334398,3.6023006513023,3,2
-2.14136301570633,-1.71038377607696,1,1
-0.229269517842905,2.45274886468583,3,3
-2.17935226618262,4.2977088257506,3,3
1.68789693457515,1.47794716182992,2,2
-1.59023168626689,-0.555797582705911,1,1
-1.23656675912934,3.05256729549195,3,3
-2.78494858116213,1.92434618887672,3,3
-0.679191706305555,3.58448563018791,3,3
-2.18380947518365,-1.07343816211914,1,1
-0.949726000763399,-1.48913965017188,1,1
-1.96783272562476,-2.21109174125476,1,1
0.540581420572007,-0.0808340682957769,2,1
-1.77175881174382,2.44690403821489,3,3
0.365415200375732,2.39280789743544,3,3
-1.92879394731118,-1.30456218699888,1,1
-0.218146835004307,1.34230364026667,3,3
0.408203564090049,3.71946363396153,3,3
-1.45585169381322,3.16260169921169,2,2
1.58135333339104,1.3452583801277,2,2
2.43801619417819,-0.600940534829359,2,2
0.635452920619468,1.69833447865971,3,3
-1.80740892500409,-1.37690723910995,1,1
-0.0575908452772596,4.02953649011729,3,3
2.22121745775543,1.41246819463901,2,3
0.314608135333517,0.178328335240843,2,2
0.358458650978323,-1.44501103169756,1,2
-2.57313036999639,-2.40319716562497,1,1
-2.45193336485856,3.57138791795804,3,3
1.94588537519047,0.120927065890409,2,2
1.33102855684374,2.36138089841765,2,2
-0.472795197493243,0.42450694712485,2,2
-1.40393565897623,1.71391817588936,2,3
-2.09063556663843,3.43805750720156,3,3
-0.838251139323338,3.60708558545672,3,3
-1.70809473683389,3.24629259501507,3,3
2.93202617108607,-0.143471658110998,2,2
-1.09470628505765,-0.658475846461942,1,1
-2.66112469142873,3.32820885181316,3,2
2.01144456368928,2.58118526855536,2,2
3.47200394727173,0.253365672834865,2,3
-2.12183662735001,4.77057879957695,3,2
-1.82211642332408,1.88482659036814,3,2
1.43411985385055,0.155382544367553,2,1
0.107558130291678,-0.622591746083662,1,3
-1.73783069681047,-2.51245167565621,1,1
-1.2986671175741,-2.48157538311229,1,1
-0.331194303093525,2.95845184547956,3,1
-0.00638311208948528,2.53802625069933,3,3
-1.13265765534107,2.86119996021227,3,3
-2.46564235617705,3.20864764330693,3,3
1.25252187293798,0.323926996572684,2,2
-2.03735631130143,-1.40628560081407,1,1
-2.86808181430516,-3.16292402997671,1,1
-2.45557065132279,3.94463533388885,3,3
3.55978246411863,1.28689020063257,2,2
1.33005891334944,2.61582222304581,2,2
-0.537350059907907,-2.43616065392696,1,3
-2.09342595556692,-0.988208072222339,1,1
-0.63345995134748,0.339199419055513,1,1
-0.934519943031416,3.46601832814558,3,3
-2.47012242005121,-1.35804459982954,1,1
-2.00881428085764,3.4506941862979,3,3
-1.11635066392636,4.43959829226669,3,3
-1.39989641671584,1.89520253717215,3,3
-1.05184072022808,4.08415737887094,3,3
-2.33944573380374,3.67392310252898,3,3
-2.0734693447708,2.8608988260096,3,3
-0.91028882344588,-1.60629053366252,1,1
-3.10470562234554,2.30954328546397,3,2
-0.708411839368754,2.56044702584123,3,1
-0.63254910911293,3.51320834055908,3,3
-1.24980938283497,3.04447812620408,3,3
-1.77078683563631,3.50461011555927,3,3
3.25472800891695,0.428753801274851,2,2
1.22229638882951,0.661244072090103,2,2
-3.29163859464675,2.11447993822307,3,2
2.30514009516786,-0.961735495591429,2,2
-1.09902857770161,-2.1339756659605,1,1
-1.01942102638667,3.09647830414018,3,3
-1.74869044547957,-2.02043672473858,1,1
1.1290090202355,2.48861202940076,2,2
-2.19061227290623,2.74940027637776,3,3
-1.07239484583655,-2.47962590016919,1,1
1.78438777809015,1.56464162436036,2,2
-1.7944887975728,-2.3007191382581,1,1
-2.90898903003552,-1.88530271091519,1,1
-1.61330777620203,-1.25013923786096,1,1
0.83924319118489,1.20851167066372,2,2
-0.570171925148261,3.64192235052646,3,3
-1.99077437896312,-1.60067102830892,1,2
-0.860255953777149,-1.34567308273763,1,1
-2.2995435501434,2.42896469856221,3,3
-0.450550383590539,0.478979525585886,1,1
-0.959088583691594,-1.40717329977959,1,1
1.97781750900105,0.440071847524361,2,3
-0.934624281481979,-1.94898481797357,1,1
2.27814763466894,0.937016346407129,2,2
-2.00397355740496,3.5224940521178,3,3
-1.55477067273503,1.12161845182028,2,2
-0.000463783302320442,-0.123616346759583,2,2
-3.27009946254819,2.80180480993997,3,3
0.455501535397525,0.988231875952166,2,2
-1.36133691760188,-3.21125480331791,1,2
-1.543597203137,-2.34041205620366,1,1
2.28389834796594,1.30832096099379,2,3
-1.60071271621019,-0.167193174066811,1,3
1.15810212005016,2.35914610238979,2,2
-1.07864427863136,-2.33212604271245,1,1
-0.677704496718238,1.99526736559169,3,3
1.70821684575747,0.934155658610083,2,3
-0.163168825542213,0.100253086473363,2,2
-0.390884338526145,1.91533341850163,2,2
-0.831526661779643,-2.66556437306371,1,1
-1.63899993192406,-3.8192472886046,1,1
-1.43346976422359,-2.14624422067602,1,1
-2.98466395483618,-0.493306866133226,1,1
2.74916648097171,1.74072579036093,2,2
-2.62302469272821,2.68816712284358,3,1
-2.43783314508587,4.63001915217128,3,3
-2.18477333403922,-2.85195033598769,1,1
-0.75581571737214,2.34111861467437,3,3
0.0498273435917151,0.88069341147893,2,2
-1.05291205844949,-1.84442557175384,1,3
2.15417917238776,2.42544876043047,2,2
-1.35987415232496,-1.59194461756061,1,1
-2.97924310167977,2.59324516571832,3,2
0.795630319288163,2.81413882277208,2,2
-2.04292820660532,3.8507064684861,3,3
0.482454956971384,0.69045511938687,2,2
-2.60035287338729,-1.70241367733446,1,2
-2.10411623005848,-2.95253015991179,1,1
-2.02856444313084,2.32027921539393,3,3
-2.22200508331781,4.80121442527386,3,3
1.41845689627055,1.07158580556622,2,2
-1.3195301117677,2.25682886691129,2,2
-2.27624159931278,-1.66318044292099,1,2
0.582573701687922,1.39744630979617,2,2
-1.54292364907693,3.42193526626494,3,1
-1.52192708473498,2.65418225584429,3,3
-1.75025418656986,2.15443355825248,3,3
-1.20843087778111,-1.86372188159554,1,1
-0.514016237256513,2.67668954898263,3,3
-2.2082893347796,-1.80026175392899,1,1
-0.838115062210447,3.68613443373305,3,3
-0.307436325634619,4.38385339700711,3,3
-0.0032960390157295,-0.92685536970998,1,2
-1.4895580435464,-1.9543151723663,1,3
1.76417866715263,1.70388604138028,2,2
-1.71693033221582,-1.98307493354875,1,1
2.02083681847893,2.6419390936359,2,2
1.15047652115279,0.403278566380184,2,3
1.04212435128437,1.6355578297377,2,3
3.1668752820152,1.60732538709329,2,2
1.43644830694123,2.6161287653971,2,2
2.35357064094904,3.00739542068071,2,2
-1.61278102059587,1.42051828140347,2,2
2.38385532630009,0.497663175627133,2,2
-0.791936379455958,-2.28595801576446,1,1
-2.93960425673396,3.80921294050571,3,3
-0.906741193252991,-1.79419238730454,1,1
-1.43110444814282,-1.18554408697425,1,1
-0.580843572623869,1.44315561016591,3,3
