,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,y,yp,5fold
0,-0.950733137829912,-0.946167349327092,-0.959296042223107,-0.9592911715058537,-0.9965280734738262,-0.9971283622092466,-0.9952619690375186,-0.9958640909575606,-0.2512315270935961,-0.34259259259259256,0.6225749559082896,-0.6923076923076923,1,1,1
1,-0.2434017595307918,-0.24283206553540093,-0.6099873745748481,-0.6099853262098789,-0.9986112293895305,-0.9984684598449315,-0.9968045837694893,-0.998076638377302,-0.1724137931034483,-0.20370370370370372,0.6225749559082896,-0.6923076923076923,1,6,1
2,-0.027565982404692102,-0.02750146284376842,-0.761619739820255,-0.7616191643026929,-0.9990959889422415,-0.9988513448836986,-0.998016638201752,-0.9986676057728112,-0.024630541871921152,-0.18518518518518512,0.3968253968253972,-0.5384615384615384,1,6,5
3,0.0005865102639295294,0.0017554125219425565,-0.9441245782569517,-0.9441195756741716,-0.9977203199413047,-0.9978941322867808,-0.9951517822709492,-0.9967654672127839,-0.024630541871921152,-0.17592592592592604,-0.5555555555555554,0.9230769230769231,1,7,1
4,0.5120234604105571,0.5236980690462258,-0.9242942869585267,-0.9242566501974274,-0.9684644258547163,-0.9888963338757537,-0.9714616274585423,-0.9574365439053404,-0.6354679802955665,-0.17592592592592604,-0.5555555555555554,0.11538461538461542,1,1,2
5,-0.49560117302052786,-0.48858981860737283,-0.9855884188436453,-0.9855768845589944,-0.9917721892134449,-0.9965540346510959,-0.9905239380750372,-0.9892837337130249,-0.3694581280788177,-0.16666666666666674,-0.435626102292769,-1.0,1,1,5
6,-0.515542521994135,-0.4827384435342307,-0.9797000974273914,-0.9796380362388999,-0.8814304337287836,-0.9563511055805494,-0.9525095036086166,-0.7443326658133731,-0.7733990147783252,0.5,0.6225749559082896,-0.15384615384615374,1,1,3
7,-0.7771260997067448,-0.7706260971328263,-0.968534812054188,-0.9685336255354762,-0.998296790760745,-0.998277017325548,-0.9979064514351826,-0.996591023990343,0.2216748768472907,0.25,0.6225749559082896,-0.15384615384615374,1,1,5
8,-0.6129032258064516,-0.6032767700409597,-0.9349022941234881,-0.9349002324017747,-0.9965673783024245,-0.9975112472480138,-0.9972453308357667,-0.9949102609539474,-0.4778325123152709,0.02777777777777768,0.6225749559082896,-0.15384615384615374,1,6,5
9,-0.9131964809384164,-0.8993563487419545,-0.8809899029724252,-0.8809666582646225,-0.9802951792627724,-0.9915765291471235,-0.9817089967494904,-0.9689478985889598,-0.4778325123152709,-0.0185185185185186,0.6225749559082896,-0.15384615384615374,1,1,2
10,-0.8756598240469208,-0.8665886483323582,-0.8757040028429354,-0.8756986381909269,-0.9942352918055983,-0.9978941322867808,-0.9948212219712413,-0.9913480647845204,-0.2512315270935961,-0.0185185185185186,0.6225749559082896,-0.15384615384615374,1,1,5
11,-0.407624633431085,-0.4019894675248684,-0.9846094457346685,-0.9846014565323633,-0.9963053461117698,-0.9923422992246578,-0.9925072998732852,-0.9946835365283418,-0.044334975369458074,-0.2407407407407407,0.6225749559082896,-0.15384615384615374,1,1,3
12,-0.9460410557184751,-0.9368051492100644,-0.9734155029805601,-0.9734090708797679,-0.9937374306433545,-0.9975112472480138,-0.9941601013718253,-0.9893511988959868,0.0049261083743843415,0.12037037037037024,0.6225749559082896,-0.15384615384615374,1,1,5
13,-0.318475073313783,-0.3142188414277356,-0.965498362253792,-0.9654910173108816,-0.9943532062913929,-0.9961711496123289,-0.9934989807724093,-0.9933281937862324,-0.38916256157635465,-0.3148148148148149,0.6225749559082896,-0.15384615384615374,1,1,3
14,-0.47096774193548385,-0.45933294324166185,-0.9443136245277598,-0.9443055402339795,-0.9904882314792371,-0.9946396094572604,-0.9926174866398546,-0.9880929991155333,-0.645320197044335,-0.11111111111111116,0.6225749559082896,-0.15384615384615374,1,1,3
15,-0.21524926686217005,-0.20421299005266247,-0.9252997604412435,-0.9252813811728062,-0.9856537375616594,-0.9890877763951373,-0.9854553468128479,-0.9794170801137834,-0.5073891625615763,-0.10185185185185186,0.6225749559082896,-0.15384615384615374,1,1,1
16,-0.817008797653959,-0.7799882972498537,-0.8910594287058673,-0.8910201458011452,-0.9339416847359698,-0.9684119843017134,-0.9690375185940169,-0.9015351693755693,-0.8916256157635468,-0.0185185185185186,0.6225749559082896,-0.15384615384615374,1,1,4
17,-0.8944281524926686,-0.8829724985371563,-0.8853170134171238,-0.8853077829018606,-0.9927941147569979,-0.993108069302192,-0.9917359925072999,-0.9897335591145118,-0.2216748768472906,-0.10185185185185186,0.6225749559082896,-0.15384615384615374,1,1,2
18,-0.9038123167155425,-0.9005266237565829,-0.8708889465631519,-0.8708871326082923,-0.9982312827130813,-0.9988513448836986,-0.997355517602336,-0.9974710046376707,-0.09359605911330049,-0.17592592592592604,0.6225749559082896,-0.15384615384615374,1,1,1
19,0.8780058651026392,0.8829724985371561,-0.9977448490091132,-0.997742541234213,-0.9972879668267246,-0.9975112472480138,-0.9971351440691973,-0.9957628069105053,-0.054187192118226646,-0.03703703703703698,0.6225749559082896,0.23076923076923084,1,1,3
20,-0.980058651026393,-0.9719133996489175,-0.99445787823371,-0.9944544967678836,-0.9963053461117698,-0.9969369196898631,-0.9963638367032119,-0.994417471791444,-0.1428571428571428,-0.03703703703703698,0.6225749559082896,0.23076923076923084,1,1,1
21,-0.9495601173020528,-0.9438267992978351,-0.987740187562558,-0.9877375862878639,-0.9980216569605576,-0.9978941322867808,-0.9969147705360587,-0.9969799409274169,-0.0049261083743842304,-0.10185185185185186,0.6225749559082896,0.23076923076923084,1,1,5
22,-0.9260997067448681,-0.9204212990052664,-0.98324113283243,-0.9832400788600665,-0.9986374326085959,-0.9984684598449315,-0.998016638201752,-0.9976570083901842,0.054187192118226646,0.04629629629629628,0.6225749559082896,0.23076923076923084,1,1,4
23,-0.9038123167155425,-0.8970157987126975,-0.9780706325862616,-0.9780665047475658,-0.9965673783024245,-0.9975112472480138,-0.9958129028703653,-0.9944914936929545,-0.09359605911330049,-0.03703703703703698,0.6225749559082896,0.23076923076923084,1,1,2
24,-0.9120234604105572,-0.9063779988297251,-0.9726309686603036,-0.9726277732138312,-0.9973927797029865,-0.9971283622092466,-0.9962536499366427,-0.9953241969486413,0.21182266009852224,0.02777777777777768,0.6225749559082896,0.23076923076923084,1,1,4
25,0.5988269794721408,0.6009362200117028,-0.6730328422059126,-0.6730316259927611,-0.9977858279889684,-0.998659902364315,-0.9975758911354746,-0.9971711210366794,-0.24137931034482762,-0.3148148148148149,-0.48500881834215104,-1.0,1,6,4
26,0.5929618768328446,0.6009362200117028,-0.6379796269132556,-0.6379759968594021,-0.9948510674536366,-0.9967454771704795,-0.9958129028703653,-0.9933618401051009,-0.26108374384236455,-0.25,-0.48500881834215104,-1.0,1,6,2
27,0.6469208211143695,0.6454066705675834,-0.19950475115494248,-0.1995049983945727,-0.9989125664087833,-0.998659902364315,-0.9981268249683214,-0.9984992016332441,-0.044334975369458074,-0.2407407407407407,0.4109347442680775,-1.0,1,6,3
28,0.5026392961876833,0.519016968987712,-0.3335075886978679,-0.33347174109049493,-0.9579176301808677,-0.98277017325548,-0.9722329348245277,-0.9364807537879717,-0.6748768472906403,-0.04629629629629628,-0.48500881834215104,-1.0,1,1,1
29,-0.9425219941348973,-0.9321240491515507,-0.2580446930343844,-0.25804177315590016,-0.9949689819394313,-0.9975112472480138,-0.9959230896369347,-0.9936805311356134,-0.49753694581280783,-0.19444444444444442,-0.48500881834215104,-1.0,1,1,4
30,-0.02639296187683282,-0.025160912814511494,-0.7122444591685861,-0.7122416448449761,-0.9976417102841084,-0.998659902364315,-0.9964740234697813,-0.9964626503429682,-0.024630541871921152,-0.12037037037037046,-0.48500881834215104,-1.0,1,5,5
31,-0.8932551319648094,-0.8829724985371563,-0.6346244022682779,-0.6346170794042478,-0.9931216549953161,-0.9967454771704795,-0.9931684204727013,-0.9916241371444663,-0.5369458128078818,-0.18518518518518512,-0.435626102292769,-1.0,1,1,3
32,-0.8111436950146628,-0.8080748976009363,-0.5554919752015048,-0.5554907769590065,-0.997956148912894,-0.998659902364315,-0.9974657043689054,-0.9971650819538056,-0.21182266009852213,-0.2407407407407407,-0.435626102292769,-1.0,1,6,2
33,0.5577712609970675,0.5611468695143358,-0.586401733802359,-0.5863998740309659,-0.997222458779061,-0.9984684598449315,-0.997024957302628,-0.9966332975704598,-0.31034482758620685,-0.3148148148148149,-0.435626102292769,-0.9230769230769231,1,6,5
34,0.46744868035190623,0.4862492685781157,-0.4041287736358874,-0.4041219422157115,-0.9870032033435308,-0.9948310519766439,-0.9932786072392706,-0.9881632250220945,-0.8522167487684729,-0.2407407407407407,-0.435626102292769,-0.9230769230769231,1,1,1
35,-0.14017595307917885,-0.1328262141603278,-0.39124882163854113,-0.3912449364330919,-0.9952179125205531,-0.9973198047286301,-0.995372155804088,-0.9938563547198539,-0.458128078817734,-0.16666666666666674,-0.435626102292769,-0.9230769230769231,1,1,5
36,-0.9859237536656892,-0.9765944997074314,-0.9541295478473877,-0.9541254550508097,-0.9958336881685915,-0.9975112472480138,-0.9958129028703653,-0.9944000447237225,-0.458128078817734,-0.18518518518518512,-0.5555555555555554,-0.7692307692307692,1,1,4
37,-0.8099706744868035,-0.8033937975424226,-0.9230792756369353,-0.9230702979931851,-0.9950737948156931,-0.9938738393797262,-0.9921767395735772,-0.9925679595250314,-0.24137931034482762,-0.09259259259259256,-0.5555555555555554,-0.7692307692307692,1,1,5
38,-1.0,-0.9929783499122294,-0.7388838057987901,-0.7388786414079442,-0.9972748652171919,-0.993490954340959,-0.9948212219712413,-0.9970386063039054,-0.28078817733990147,-0.41666666666666674,-0.6261022927689588,-1.0,1,2,5
39,0.896774193548387,0.9016968987712111,-0.9727329642848146,-0.9727313094062014,-0.9973927797029865,-0.9961711496123289,-0.9975758911354746,-0.9964208943985264,-0.2216748768472906,-0.17592592592592604,0.4320987654320989,0.6153846153846154,1,1,1
40,0.35131964809384164,0.35517846693973065,-0.9572555134451264,-0.9572491049974085,-0.9949689819394313,-0.9936823968603427,-0.9941601013718253,-0.9923282942075534,-0.11330049261083741,-0.12037037037037046,0.6225749559082896,0.23076923076923084,1,1,4
41,0.47683284457478003,0.48273844353423057,-0.7055099746559361,-0.7055067079743205,-0.9957812817304605,-0.9946396094572604,-0.9961434631700733,-0.9948203648917401,-0.35960591133004927,-0.19444444444444442,-0.5555555555555554,-0.7692307692307692,1,5,3
42,0.8123167155425219,0.8174370977179637,-0.9979811953656084,-0.9979790413164873,-0.9969604265884063,-0.9965540346510959,-0.9972453308357667,-0.9960388792704513,-0.3497536945812808,-0.19444444444444442,0.4109347442680775,-1.0,1,6,3
